Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
Amara Hotel,4.1,chandigarh,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹2,652"
The Piccadily Hotel,4.1,chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Bar,Restaurant,Room service,Kitchen in some rooms,"₹4,651"
Chandigarh villa,NA,chandigarh,Villa,Sleeps 3,10 bedrooms,10 bathrooms,204 sq m,NA,NA,NA,NA,"₹2,805"
Hotel Chandigarh Beckons,4.2,chandigarh,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹2,600"
Hotel Park Inn,4.1,chandigarh,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹3,549"
Hotel Turquoise,3.6,chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,"₹3,628"
Kapoor's Homestay Chandigarh,3.2,chandigarh,Sleeps 5,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,"₹2,580"
Hotel Orbit,3.6,chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹2,141"
Hotel Coral Star,4.2,chandigarh,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,Accessible,"₹3,016"
Mayflower Hotel,4.0,guwahati,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹2,810"
Airport Guest House Guwahati,4.0,guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,"₹2,288"
Comfort Inn GUWAHATI,NA,guwahati,House,Sleeps 3,1 bedroom,1 bathroom,1 bed,Balcony,Kid-friendly,Crib,Fireplace,"₹1,614"
Exotic Villa Homestay | Rooms & Caretaker,4.4,guwahati,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Kitchen,Paid parking,No crib,No elevator,No fitness center,₹936
Comfort Inn,NA,guwahati,House,Sleeps 5,1 bedroom,1 bathroom,3 beds,Air conditioning,Crib,Fitness center,Kitchen,"₹2,239"
The Upper Homes | Hotels in Guwahati,4.7,guwahati,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,Accessible,Smoke-free property,"₹1,170"
Mayflower Hotel,4.0,guwahati,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹2,750"
Radisson Blu Hotel Guwahati,4.5,guwahati,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹7,320"
"The Greenwood Resort, Guwahati",4.3,guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Spa,Bar,Restaurant,"₹7,190"
Novotel Guwahati GS Road,4.6,guwahati,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,"₹8,442"
Gibbon Backpackers Hostel,4.5,guwahati,Breakfast ($),Free Wi-Fi,Parking,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,NA,NA,₹699
Ginger Guwahati,3.8,guwahati,3-star hotel,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,NA,"₹3,359"
Exotic Villa Homestay,4.3,guwahati,Breakfast ($),Free Wi-Fi,Free parking,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,₹936
Mahalaxmi Home Stay,4.3,guwahati,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,₹672
Vivanta Guwahati,4.4,guwahati,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,"₹11,299"
Airport Guest House Guwahati,4.0,guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,"₹2,223"
Silk Villa Guest House,3.9,guwahati,Free Wi-Fi,Free parking,Pet-friendly,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,NA,₹453
A P Home's,4.4,guwahati,Sleeps 6,2 bedrooms,Air conditioning,Fireplace,Cable TV,Free Wi-Fi,No crib,No elevator,No fitness center,"₹1,088"
Pragati Manor,4.1,guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹4,784"
The Rhino,4.0,guwahati,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,656"
The Ornate,4.2,guwahati,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,"₹4,173"
Dula Homestay,4.7,guwahati,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Kitchen in some rooms,Accessible,NA,NA,NA,"₹1,034"
The Lily Hotel,4.1,guwahati,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹5,866"
Pemaling Lords Eco Inn Guwahati,4.0,guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹5,040"
LAXMAN RESIDENCY MANGALURU,4.0,mangalore,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,"₹2,176"
Royal Plaza Suites,4.7,mangalore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,NA,"₹4,409"
Rks Beachfront,4.8,mangalore,Free Wi-Fi,Free parking,Pool,Beach access,Bar,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹4,116"
Hotel Manorama,4.0,mangalore,3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,NA,"₹1,294"
Hotel Heraa International - The Heraa Inn,4.6,mangalore,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹2,191"
"Vivanta Mangalore, Old Port Road",4.2,mangalore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Pet-friendly,Fitness center,Spa,"₹6,888"
The Ocean Pearl,4.4,mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,732"
Hotel Plaza Heights,4.7,mangalore,Free Wi-Fi,Free parking,Air conditioning,Smoke-free property,NA,NA,NA,NA,NA,"₹1,937"
Grand Plaza Hotel,3.9,mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Room service,Airport shuttle,Kid-friendly,NA,"₹2,743"
Hotel Poonja International,3.5,mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,657"
Cosmo Lodge,3.8,mangalore,Free Wi-Fi,Air conditioning,Pet-friendly,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,NA,₹887
Hotel Ganga Sagar,4.3,mangalore,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Smoke-free property,"₹1,625"
Hotel Paramount Suites & Service Apartments (Mangalore),4.5,mangalore,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Business center,"₹2,464"
Hotel Mangalore International,3.8,mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹1,290"
The Sea View,4.2,mangalore,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Bar,Restaurant,Room service,Kitchen in some rooms,"₹6,000"
Royal Plaza Suites,4.7,mangalore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,NA,"₹4,409"
Hotel Sai Palace Navaratna,4.3,mangalore,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,157"
Coconut Grove,3.9,mangalore,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹4,157"
Woodlands Hotel,4.0,mangalore,Breakfast ($),Free parking,Wi-Fi,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,NA,"₹1,888"
Hotel Karuna Residency,4.1,mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,182"
Cordel Farms Mangalore,4.8,mangalore,Sleeps 9,2 bedrooms,2 bathrooms,Air conditioning,Airport shuttle,Smoke-free,Free parking,Free Wi-Fi,No beach access,"₹2,800"
Exquisite 2BHK de Luxe boutique apartment.,NA,mangalore,Apartment,Sleeps 7,2 bedrooms,2 bathrooms,5 beds,Air conditioning,Airport shuttle,Balcony,Kid-friendly,"₹3,375"
Rks Beachfront,4.8,mangalore,Free Wi-Fi,Free parking,Pool,Beach access,Bar,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹4,415"
Grand Plaza Hotel,3.9,mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Room service,Airport shuttle,Kid-friendly,NA,"₹3,053"
Grand Mercure Mysore,4.5,mysore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹6,607"
Lalitha Mahal Palace Hotel,4.3,mysore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹5,762"
Tulips Homestay | Studio Rooms & Wi-Fi,4.3,mysore,Sleeps 6,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,"₹2,284"
Hotel Mayura Hoysala Mysuru,4.1,mysore,3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Bar,Restaurant,Room service,Airport shuttle,"₹1,454"
Lalitha Mahal Palace Hotel,4.3,mysore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹4,191"
The Windflower Resorts and Spa Mysuru,4.2,mysore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Spa,Bar,Restaurant,"₹7,247"
Grand Mercure Mysore,4.5,mysore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹5,046"
"Hotel Heritage Inn, Mysore",4.3,mysore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹1,964"
Aishwarya Le Royal (Best Budget Hotel in Mysore),3.7,mysore,3-star hotel,Free Wi-Fi,Parking,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,NA,NA,"₹1,050"
Hotel Aditya,3.8,mysore,3-star hotel,Breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,NA,₹963
Hotel Garden City,3.6,mysore,2-star hotel,Breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,₹700
Livaana (Formerly known as Vivaana),3.8,mysore,Breakfast ($),Free Wi-Fi,Free parking,Pools,Bar,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹2,520"
Parklane Hotel,4.0,mysore,3-star hotel,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Full-service laundry,Accessible,Kid-friendly,"₹2,554"
Silent Shores Resort & Spa,4.3,mysore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹7,060"
Hotel Ruchi The Prince,4.2,mysore,4-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,"₹2,703"
Maya's Kings Kourt,4.1,mysore,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,"₹1,885"
Hotel Kalyani,3.9,mysore,2-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,"₹1,259"
Aishwarya Residency (Best Budget Hotel In Mysore),3.8,mysore,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,207"
Grand Maurya Hotel & Resort,4.1,mysore,2-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹2,824"
"Fortune JP Palace, Mysore - Member ITC's hotel group",4.3,mysore,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,"₹6,210"
Country Inn Mysore - Mosaic,4.6,mysore,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹5,445"
Tulips Homestay Mysore,4.4,mysore,Sleeps 4,Airport shuttle,Cable TV,Wheelchair accessible,Free parking,Free Wi-Fi,No air conditioning,No beach access,No elevator,"₹2,438"
Hotel Mayura Hoysala Mysuru,4.1,mysore,3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Bar,Restaurant,Room service,Airport shuttle,"₹1,522"
"Fortune JP Palace, Mysore - Member ITC's hotel group",4.3,mysore,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,"₹7,065"
Hotel The Sands,3.9,dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹1,959"
L P Residency,4.1,dehradun,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,"₹3,994"
Mango Tree Courtyard Dehradun - Deluxe King Room,NA,dehradun,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Airport shuttle,Crib,Heating,"₹3,361"
The River's Edge Farm - A Boutique Stay,4.5,dehradun,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹6,114"
Hyatt Regency Dehradun Resort and Spa,4.6,dehradun,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Pet-friendly,Fitness center,Spa,"₹20,562"
Adidev Group of Homestays,4.6,dehradun,Breakfast ($),Free Wi-Fi,Parking,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,"₹1,031"
Mango Tree Courtyard | Heritage Rooms with Wi-Fi,4.5,dehradun,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,"₹3,006"
Riverstone Cottages,4.0,dehradun,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,"₹4,686"
"Tree of Life Resort, Dehradun Foothills",4.5,dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹6,176"
Mango Tree Courtyard,4.7,dehradun,Free breakfast,Parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,"₹3,006"
Clarion Hotel Dehradun,4.4,dehradun,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹3,728"
Hotel Rajpur Heights,4.0,dehradun,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,169"
Six Senses Vana,4.3,dehradun,Free Wi-Fi,Parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,Restaurant,Room service,NA
LP Vilas,4.4,dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹4,925"
Ramada by Wyndham,4.2,dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹7,280"
Old British House,4.7,dehradun,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,Business center,"₹1,889"
The Sal Woods - Forest Retreat and Spa,3.9,dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Pet-friendly,Spa,Restaurant,"₹6,720"
Cabana Affair,4.2,dehradun,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,NA
Bhagwant Villa - A terrace view,4.4,dehradun,Sleeps 4,1 bedroom,Fireplace,Paid parking,No air conditioning,No crib,No elevator,No fitness center,No ironing board,"₹2,090"
Hotel Sukoon,4.0,dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,"₹1,871"
Hotel The Sands,3.9,dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹1,959"
Hotel Boulevard,4.3,dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹3,405"
LP Vilas,4.4,dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹4,925"
Hotel Lemarq,4.3,dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹3,636"
Ahdoos Hotel,4.1,sriagar,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹6,689"
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,sriagar,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹5,101"
Zostel Srinagar,4.5,sriagar,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen in rooms,Airport shuttle,Kid-friendly,Smoke-free property,"₹1,790"
"Vivanta Dal View, Srinagar",4.5,sriagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Pet-friendly,Fitness center,Spa,"₹32,709"
Hotel New Green View Srinagar (Ghulam),3.8,sriagar,NA,NA,NA,NA,NA,NA,NA,NA,NA,₹664
The Dewan by Royal NaQash,4.8,sriagar,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹6,931"
The LaLiT Grand Palace Srinagar,4.3,sriagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Fitness center,Spa,Bar,"₹25,740"
Floating Heaven Group Of House Boats,4.3,sriagar,Sleeps 4,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,"₹5,306"
Jamal Resorts,4.0,sriagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,"₹4,681"
Asian Park Hotel,3.8,sriagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,737"
Hotel Himalayan Resort,4.1,sriagar,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen in some rooms,"₹3,928"
Taj Palace Group Of House Boats,2.6,sriagar,Sleeps 5,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,"₹1,802"
"The Orchard Retreat & Spa, Srinagar",4.3,sriagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹13,508"
Comrade Inn,4.0,sriagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,462"
Floating Heritage Group,4.0,sriagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,"₹1,344"
Hotel Grand Mahal,4.0,sriagar,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹6,166"
Hotel Samar,4.2,sriagar,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,Smoke-free property,"₹1,327"
Mannat Resorts Srinagar,4.1,sriagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,"₹3,367"
Radisson Srinagar,4.1,sriagar,3-star hotel,Breakfast ($),Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Spa,Restaurant,Room service,"₹12,858"
Namrose Resorts and Spa,4.4,sriagar,Free parking,Pools,Hot tub,Pet-friendly,Fitness center,Breakfast,Wi-Fi,Bar,Restaurant,"₹10,189"
Hotel Zaryab,4.6,sriagar,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Accessible,"₹5,679"
Hotel York,3.5,sriagar,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹2,111"
CH2,4.0,sriagar,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹5,079"
Hotel Solar Residency,4.1,sriagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,"₹4,887"
Hotel Grand Residency,4.0,jamshedpur,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,"₹2,567"
Gyani's Hotel,4.6,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Smoke-free property,NA,"₹1,729"
The Cruze,4.2,jamshedpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹5,806"
Hotel AB Palace - Top Budget & Luxury Hotels in Jamshedpur,4.0,jamshedpur,3-star hotel,Free breakfast,Parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,384"
Adarsh Guest House,4.5,jamshedpur,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,₹448
The Bizton,4.5,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,"₹4,915"
2bhk flat for rent in sakchi jamshedpur,NA,jamshedpur,Apartment,Sleeps 4,1 bedroom,2 bathrooms,5 beds,Air conditioning,Balcony,Kitchen,Smoke-free,₹857
Ramada by Wyndham Jamshedpur,4.2,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹5,962"
The Altira Hotel,4.1,jamshedpur,3-star hotel,Breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹1,477"
The Onyx Hotel - Hotel in Jamshedpur,4.3,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹2,284"
Capsule Pod Hotel,4.4,jamshedpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,₹925
Hotel Trax International,4.7,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,972"
HOTEL DS INTERNATIONAL & KALYANAM BANQUET HALL,4.1,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,668"
NOVANTA JAMSHEDPUR,4.4,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹6,240"
ATRIUM - Boutique Hotel,4.3,jamshedpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹2,530"
"The Villa, Jamshedpur",4.5,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA
Ginger Jamshedpur,4.0,jamshedpur,3-star hotel,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,NA,"₹3,139"
Hotel Golden Fiesta - Budget Hotel in Jamshedpur,4.1,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,"₹1,774"
"The Sonnet, Jamshedpur",4.3,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹3,612"
The Alcor Hotel,4.3,jamshedpur,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Spa,Bar,NA
Madhuban Motel,4.0,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹2,726"
Adarsh lodge - Budget Double Room,NA,jamshedpur,House,Sleeps 2,1 bedroom,1 bathroom,2 beds,Air conditioning,Kid-friendly,Smoke-free,Cable TV,₹598
JIVA - Finest 4 Star Boutique Hotel,4.2,jamshedpur,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹3,324"
"The Sonnet, Jamshedpur",4.3,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹3,920"
THE PRABHA INTERNATIONAL HOTEL & CATERERS,4.0,gwalior,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,206"
Krishnam Guest House,4.0,gwalior,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,370"
"Hotel Landmark, Gwalior",4.0,gwalior,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,NA
Hotel Solitaire Inn,3.9,gwalior,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Smoke-free property,"₹1,359"
The Empire Resort,4.3,gwalior,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Spa,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹2,785"
