Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
Hotel Royal Park,3.6,ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,2258.0
"Luxury Stay in Mall with PVR, Shopper Stop, Lifestyle, Food Court With All Brands",2.6,ghaziabad,Sleeps 2,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,2142.0
"Fortune District Centre, Ghaziabad - Member ITC's hotel group",4.2,ghaziabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6894.0
Golden Tulip Vasundhara,4.1,ghaziabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,6766.0
Green Palms Hotel,4.1,ghaziabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Bar,Restaurant,Room service,Kitchen,Full-service laundry,3988.0
Mahagun Sarovar Portico Suites,4.1,ghaziabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,7718.0
Rosellia Banquets & Suites,4.5,ghaziabad,0,0,0,0,0,0,0,0,0,1904.0
Clarks Inn Kaushambi,3.2,ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,1854.0
Kinsfolk,4.0,ghaziabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Room service,Kitchen,Full-service laundry,0,0,1276.0
IP Royal Hotel,4.1,ghaziabad,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,3360.0
"Lemon Tree Hotel, East Delhi Mall",4.0,ghaziabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,7051.0
Hotel Krishna Sagar NH 24,3.7,ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,2170.0
Bharat Guest House by Golden Plate,4.2,ghaziabad,0,0,0,0,0,0,0,0,0,2464.0
OYO Townhouse 291 Siddharth Vihar Ghaziabad,3.1,ghaziabad,Free Wi-Fi,Paid parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,Smoke-free,0,1231.0
Hotel Triveni Darshan,4.1,allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,2625.0
Hotel Prayag,3.5,allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1109.0
The Prayaraj House,3.0,allahabad,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,No crib,No elevator,No fitness center,1216.0
Grand Continental Hotel,4.1,allahabad,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4309.0
WelcomHeritage Badi Kothi,4.3,allahabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,6106.0
"Hotel Kanha Shyam, Prayagraj",4.1,allahabad,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,10148.0
Luxmi Hotel,2.9,allahabad,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,642.0
Hotel Hira Inn,4.8,allahabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0,4032.0
Hotel Yashpadam best banquet hall in Allahabad,5.0,allahabad,Full-service laundry,Business center,0,0,0,0,0,0,0,4008.0
Orchard One Hotel,3.9,allahabad,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,3134.0
Hotel Fortune Suites,4.9,allahabad,0,0,0,0,0,0,0,0,0,1736.0
Swastik Hotel,3.6,allahabad,Free Wi-Fi,Pool,Kitchen,Full-service laundry,0,0,0,0,0,443.0
Hotel Milan (A Boutique Hotel),3.6,allahabad,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2240.0
Landmark Inn,4.3,allahabad,Free breakfast,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0,2622.0
City Hotel,3.1,allahabad,2-star hotel,Free Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen,Full-service laundry,Kid-friendly,816.0
Hotel Haidri Inn,3.4,allahabad,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Full-service laundry,0,0,0,671.0
Hotel Ravisha Continental,4.0,allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,3486.0
"Millennium Inn, Prayagraj",4.2,allahabad,4-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4631.0
Vibe By The LaLiT Traveller,4.0,faridabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,2645.0
Goldfinch Hotel Delhi NCR,3.9,faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5039.0
Vibe By The LaLiT Traveller,4.0,faridabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3512.0
Radisson Blu Faridabad,4.6,faridabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6342.0
Vivanta Surajkund,4.5,faridabad,5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,7850.0
Lavit Hotel,4.2,faridabad,0,0,0,0,0,0,0,0,0,2096.0
Goldfinch Hotel Delhi NCR,3.9,faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,4283.0
Sarovar Portico Surajkund,3.9,faridabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service,3584.0
Ceremony Hotel and Banquets,4.1,faridabad,0,0,0,0,0,0,0,0,0,1300.0
SHREE JEE HOTEL,4.8,faridabad,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Full-service laundry,Business center,Kid-friendly,1984.0
Ginger Faridabad,3.6,faridabad,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,3261.0
Park Plaza Faridabad,4.1,faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,12744.0
SKY MANSION,4.3,faridabad,Free Wi-Fi,0,0,0,0,0,0,0,0,3344.0
Hotel Saffron Kiran,3.9,faridabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,3004.0
K Hotel,3.8,faridabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,2823.0
Sarovar Portico Surajkund,3.9,faridabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service,4032.0
Lavit Hotel,4.2,faridabad,0,0,0,0,0,0,0,0,0,2159.0
Hotel Nikunj,4.0,hazaribagh,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,0,0,0,0,2153.0
"Manokamna Restaurant, Bar & Lodge",3.7,hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0,5199.0
Hotel Hill Side,3.8,hazaribagh,Free breakfast,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,0,0,0,1252.0
Canary Inn,3.9,hazaribagh,0,0,0,0,0,0,0,0,0,3357.0
Hotel Sri Vinayak,3.8,hazaribagh,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,Full-service laundry,4278.0
Hotel Aranya Vihar,4.2,hazaribagh,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2563.0
Hotel AK International,3.6,hazaribagh,0,0,0,0,0,0,0,0,0,4060.0
Hotel Nikunj,4.0,hazaribagh,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,0,0,0,0,2153.0
Hotel Yamuna palace,3.6,hazaribagh,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,0,0,0,0,2079.0
Hotel Nandgaon & Highway Delight Veg. Restaurant,3.8,hazaribagh,3-star hotel,Free breakfast,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,0,1538.0
"Manokamna Restaurant, Bar & Lodge",3.7,hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0,5123.0
Canary Inn,3.9,hazaribagh,0,0,0,0,0,0,0,0,0,3487.0
Hotel Hill Side,3.8,hazaribagh,Free breakfast,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,0,0,0,1294.0
Hotel The Grand Vinayak,4.3,gandhinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free,2154.0
Skylon Hotel,4.4,gandhinagar,Pool,Air conditioning,Wi-Fi,Paid parking,Restaurant,Kid-friendly,Smoke-free,0,0,1974.0
Hotel Prominent Corporate Residency,4.3,gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,4040.0
Hotel Middletown,4.0,gandhinagar,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,1680.0
HOTEL HILL CITY,4.4,gandhinagar,Free Wi-Fi,Paid parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,0,0,0,1632.0
Super OYO Hotel Siddharth Inn,3.8,gandhinagar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,1304.0
Hotel Vibrant-Gandhinagar,3.2,gandhinagar,0,0,0,0,0,0,0,0,0,1254.0
The Leela Gandhinagar,4.6,gandhinagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11682.0
Hotel Midway Residency,3.5,gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1536.0
Hotel The Grand Vinayak,4.3,gandhinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free,2154.0
Hotel Berlin - Gandhinagar,3.8,gandhinagar,Free breakfast,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,1746.0
Hotel Green City,4.2,gandhinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,2000.0
Cambay Sapphire Gandhinagar,3.4,gandhinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,3998.0
"Fortune Inn Haveli, Gandhinagar - Member ITC's hotel group",4.4,gandhinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,7225.0
Hotel President Inn,3.8,gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Full-service laundry,Smoke-free,2221.0
Skylon Hotel,4.4,gandhinagar,Pool,Air conditioning,Wi-Fi,Paid parking,Restaurant,Kid-friendly,Smoke-free,0,0,1910.0
"FabHotel Siddharth Corporate - Hotels in Vavol, Gandhinagar",4.2,gandhinagar,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,0,0,2061.0
Hotel Kimpton,4.8,gandhinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,0,0,0,1502.0
Perfect Room in Perfect Bungalow,3.6,gandhinagar,Sleeps 16,4 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,3710.0
Rooms in a Fully Furnished Bungalow,4.1,gandhinagar,Villa,Sleeps 3,1 bedroom,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,5600.0
Cambay Sapphire Gandhinagar,3.4,gandhinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4570.0
Hotel President Inn,3.8,gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Full-service laundry,Smoke-free,2424.0
"Hotel Surya, Kaiser Palace",4.2,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,5112.0
HOTEL MADHUVAN PALACE,4.0,varanasi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4928.0
Hotel Four Element,4.4,varanasi,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Accessible,0,3566.0
STAY BANARAS,4.4,varanasi,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,2913.0
Hotel Yash Residency Near Assi Ghat & BHU,3.8,varanasi,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Accessible,1338.0
Pearl Courtyard,4.3,varanasi,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,7289.0
Hotel Satkar,4.8,varanasi,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,0,2527.0
"Rahi Tourist Bungalow, Varanasi",3.9,varanasi,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,1082.0
"Hotel Surya, Kaiser Palace",4.2,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,4312.0
Varanasi Villa,4.4,varanasi,Sleeps 24,12 bedrooms,12 bathrooms,Air conditioning,Kid-friendly,Kitchen,Pet-friendly,Free Wi-Fi,No fitness center,2782.0
Hotel Ganges Grand - Varanasi,4.0,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,5519.0
The Elegance Hotel Varanasi,4.4,varanasi,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Business center,3901.0
Leela Guest House,3.6,varanasi,3-star hotel,Free Wi-Fi,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,914.0
Hotel Saffron,4.3,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,3600.0
Hotel Le Lotus Grand,4.2,varanasi,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Business center,2889.0
Villa Benares,4.2,varanasi,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,3180.0
Diamond Hotel Varanasi,4.0,varanasi,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,6090.0
The Sunaina homestays varanasi,4.8,varanasi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2557.0
BlueBells Varanasi,3.3,varanasi,Sleeps 11,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,2700.0
Hotel R K Grand,4.0,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,2930.0
Shree Hare Rama Hare Krishna Guest House,3.4,varanasi,2-star hotel,Free Wi-Fi,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,554.0
Hotel TRIDEV,4.0,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Spa,Restaurant,Room service,5110.0
Live Free Hostel Varanasi,4.5,varanasi,Free Wi-Fi,Free parking,Pool,Kitchen,Airport shuttle,Full-service laundry,0,0,0,1120.0
