Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
Hotel Vennington Court,4.0,raipur,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹3,297"
Hotel Simran,4.0,raipur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,"₹1,764"
Treebo Trend C Plaza - MG Road Vijayawada,4.3,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹2,235"
Treebo Trend Alankar Inn,3.7,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Parking ($),Air conditioning,Restaurant,Room service,Full-service laundry,Business center,"₹2,769"
Hotel Sree Vasudev,4.2,vijayawada,Free Wi-Fi,Pool,Air conditioning,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,Accessible,NA,₹491
Hotel Kosala,4.3,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹1,460"
"Lemon Tree Premier,Vijayawada",4.4,vijayawada,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Restaurant,Room service,Kitchen in some rooms,"₹4,949"
Hotel Mamata,3.5,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,₹944
Mango Hotels Vybrant,4.1,vijayawada,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,"₹2,486"
New Continental Park Hotel,3.9,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹2,100"
"Red Fox Hotel, Vijayawada",4.0,vijayawada,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,"₹3,149"
"PARK IRIS HOTELS, Vijayawada",4.0,vijayawada,Free breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Full-service laundry,NA,NA,NA,"₹2,023"
The Eden Park Boutique Hotel,4.4,vijayawada,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹1,995"
Haritha Berm Park,4.1,vijayawada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hotel Sai Rama,4.4,vijayawada,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹1,188"
Hotel Minerva Grand Vijayawada,4.0,vijayawada,4-star hotel,Free breakfast,Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹3,126"
Vishnu Paradise,4.1,vijayawada,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹1,519"
Hotel Aira,4.1,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹2,704"
"Vivanta Vijayawada, MG Road",4.3,vijayawada,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹6,600"
Hotel Manorama,4.0,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,"₹3,299"
Haian - An Olive Tree Hotel - Hotel in Vijayawada,3.8,vijayawada,Free breakfast,Free Wi-Fi,Parking ($),Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹1,901"
Hotel SK Riverfront,4.2,vijayawada,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free property,NA,"₹1,533"
SREE SANKARI SREVICE APARTMENTS,NA,vijayawada,House,Sleeps 6,2 bedrooms,1 bathroom,3 beds,Air conditioning,Balcony,Heating,Kitchen,"₹2,016"
OYO Flagship Akshaya Villa,NA,vijayawada,Apartment,Sleeps 3,1 bedroom,Air conditioning,Free Wi-Fi,No airport shuttle,No beach access,No elevator,No fireplace,"₹1,627"
Treebo Trend Arka Vijayawada,4.5,vijayawada,Free breakfast,Free Wi-Fi,Parking ($),Pool,Room service,Kitchen in some rooms,Full-service laundry,Business center,NA,"₹2,044"
Hotel Park N,3.9,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Parking ($),Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,776"
Ibis Coimbatore City Centre,4.4,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,"₹3,472"
Hash Six Hotels,4.2,coimbatore,4-star hotel,Free breakfast,Wi-Fi,Free parking,Outdoor pool,Air conditioning,Pet-friendly,Fitness center,Spa,"₹3,213"
Hotel Grand Palace,4.0,coimbatore,3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,310"
Holiday Residency,4.4,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹2,874"
IVY Residency,4.4,coimbatore,Free Wi-Fi,Free parking,Air conditioning,NA,NA,NA,NA,NA,NA,"₹1,316"
"Crystal Lake Suites, Coimbatore",4.7,coimbatore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Accessible,"₹1,806"
Sugam Hotel Pvt Ltd,3.2,coimbatore,2-star hotel,Free breakfast,Free Wi-Fi,Room service,Full-service laundry,Kid-friendly,NA,NA,NA,₹650
Hotel Lovely Nest,4.0,coimbatore,Breakfast,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,₹894
HOTEL RAAMUS,3.6,coimbatore,1-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Full-service laundry,₹968
Hotel Thaai Coimbatore - Opposite Railway Station,3.9,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,568"
Hotel Vintage Castle,4.4,coimbatore,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,Business center,NA,"₹1,592"
Hotel Kooloth Lake View Residency,3.5,coimbatore,2-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Room service,Full-service laundry,Kid-friendly,NA,NA,₹881
iStay - Hotels in Coimbatore,4.3,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹2,502"
Ibis Coimbatore City Centre,4.4,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,"₹3,437"
Hotel Chanma International,3.4,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,"₹1,082"
Chetinaad Courtyard,4.1,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹2,500"
"Welcomhotel By ITC Hotels, Race Course, Coimbatore- LEED® Platinum and Zero Carbon Certified Premium Hotel| Centrally located",4.5,coimbatore,5-star hotel,Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,"₹5,695"
"HOTEL VIJAY PARK INN, RAMNAGAR, COIMBATORE, TAMILNADU",4.1,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,"₹2,177"
"FabHotel Jansi Deluxe - Hotel in Gandhipuram, Coimbatore",3.2,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹1,411"
Plaza Inn,4.0,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,646"
IKON by Annapoorna,4.5,coimbatore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹4,278"
Itsy By Treebo - Corner stay,3.8,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Parking ($),Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹2,453"
Hotel The Grand Palace,4.1,ghaziabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,Room service,"₹2,132"
The Roseman Hotel & Suites,4.3,ghaziabad,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹2,727"
Radisson Blu Kaushambi Delhi NCR,4.4,ghaziabad,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,NA
Taj Studios - Luxury Stay in Gaur City Mall (1st time in Greate Noida West),3.1,ghaziabad,Sleeps 3,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,"₹2,335"
Mahagun Sarovar Portico Suites,4.1,ghaziabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹5,040"
Swiss Hotel,3.7,ghaziabad,3-star hotel,Free breakfast,Parking,Pool,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹1,519"
The Roseman Hotel & Suites,4.3,ghaziabad,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹2,426"
Hotel Royal Park,3.6,ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,"₹2,258"
"Country Inn & Suites by Radisson, Sahibabad, Distt Ghaziabad (U.P.)",4.5,ghaziabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹8,439"
"Luxury Stay in Mall with PVR, Shopper Stop, Lifestyle, Food Court With All Brands",2.6,ghaziabad,Sleeps 2,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,"₹2,237"
Radisson Blu Towers Kaushambi Delhi NCR,4.5,ghaziabad,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Pools,Air conditioning,Fitness center,Spa,Bar,NA
Green Palms Hotel,4.1,ghaziabad,Free breakfast,Free Wi-Fi,Parking ($),Outdoor pool,Bar,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹4,023"
Hotel Krishna Sagar NH 24,3.7,ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹2,170"
Golden Tulip Vasundhara,4.1,ghaziabad,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Fitness center,Restaurant,Room service,"₹7,370"
Kinsfolk,4.0,ghaziabad,Free breakfast,Free Wi-Fi,Parking,Pool,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,"₹1,275"
Gaur City Mall,NA,ghaziabad,Apartment,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Balcony,Crib,Kitchen,"₹2,315"
Rosellia Banquets & Suites,4.5,ghaziabad,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,904"
Hotel frank Inn,3.6,ghaziabad,3-star hotel,Free Wi-Fi,Parking,Pool,Air conditioning,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,₹651
Hotel Royal Residency,3.6,ghaziabad,3-star hotel,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,"₹1,600"
Clarks Inn Kaushambi,3.2,ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹1,791"
Ace Manor (L'ELEGANT Hotel & Banquet),3.8,ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹1,906"
Hotel The Grand Palace,4.1,ghaziabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,Room service,"₹2,131"
Hotel Krishna Sagar,4.0,ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹3,819"
Bharat Guest House by Golden Plate,4.2,ghaziabad,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹2,464"
Itsy by Treebo - Royal Galaxy,4.0,allahabad,Free breakfast,Free Wi-Fi,Parking ($),Pool,Pet-friendly,Room service,Kitchen in some rooms,Full-service laundry,NA,"₹1,342"
Hotel Ravisha Continental,4.0,allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹3,486"
Hotel Triveni Darshan,4.1,allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹1,429"
The Prayaraj House,3.0,allahabad,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,No crib,No elevator,No fitness center,"₹1,216"
Hotel Prayag,3.5,allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,"₹1,680"
Grand Continental Hotel,4.1,allahabad,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,309"
"Hotel Kanha Shyam, Prayagraj",4.1,allahabad,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,"₹4,375"
WelcomHeritage Badi Kothi,4.3,allahabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,"₹6,738"
Hotel Hira Inn,4.8,allahabad,Free breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Full-service laundry,NA,NA,"₹3,226"
Luxmi Hotel,2.9,allahabad,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,₹646
Hotel Milan (A Boutique Hotel),3.6,allahabad,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹1,572"
Hotel Haidri Inn,3.4,allahabad,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,₹569
Orchard One Hotel,3.9,allahabad,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹3,040"
City Hotel,3.1,allahabad,2-star hotel,Free Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,₹816
Hotel Harsh Ananda - A Boutique Hotel,3.8,allahabad,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Kid-friendly,NA
Hotel Fortune Suites,4.9,allahabad,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,736"
Hotel Prayag Inn,3.9,allahabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹2,470"
Advantage Inn,4.6,allahabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Room service,Full-service laundry,Smoke-free property,NA,NA,"₹2,423"
Landmark Inn,4.3,allahabad,Free breakfast,Free Wi-Fi,Parking,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,"₹2,622"
"Millennium Inn, Prayagraj",4.2,allahabad,4-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,631"
Stay Inn Hotel,3.7,allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,535"
Cosy Homestay at Prayagraj,NA,allahabad,Apartment,Sleeps 12,2 beds,Air conditioning,Balcony,Kid-friendly,Kitchen,Smoke-free,Cable TV,"₹3,367"
Hotel Hira Inn,4.8,allahabad,Free breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Full-service laundry,NA,NA,"₹4,212"
City Hotel,3.1,allahabad,2-star hotel,Free Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,₹817
Treebo Trend Grand Town House,4.2,faridabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹1,578"
Hotel Sewa Grand,3.6,faridabad,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,"₹2,963"
Vibe By The LaLiT Traveller,4.0,faridabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹2,763"
Goldfinch Hotel Delhi NCR,3.9,faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹3,829"
Vivanta Surajkund,4.5,faridabad,5-star hotel,Breakfast ($),Wi-Fi,Free parking,Outdoor pool,Air conditioning,Pet-friendly,Fitness center,Spa,"₹6,946"
"Radisson Blu Hotel, Faridabad",4.6,faridabad,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹6,437"
Hotel Delite,3.9,faridabad,Free breakfast,Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹2,940"
Park Plaza Faridabad,4.1,faridabad,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,"₹7,252"
Lavit Hotel,4.2,faridabad,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹2,329"
Bougainvillea,NA,faridabad,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Balcony,Kid-friendly,Crib,"₹1,676"
Sarovar Portico Surajkund,3.9,faridabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle,"₹4,021"
Luxury room with attached bath balcony,NA,faridabad,House,Sleeps 3,1 bedroom,1 bathroom,1 bed,Air conditioning,Balcony,Fitness center,Kitchen,"₹4,026"
Ceremony Hotel and Banquets,4.1,faridabad,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,282"
Golden Galaxy Hotels & Resorts,4.3,faridabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Airport shuttle,NA
Ginger Faridabad,3.6,faridabad,3-star hotel,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,NA,"₹3,023"
Badkhal Lake Resort,3.9,faridabad,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA
THE ATRIUM Hotel/ sarovar portico - Banqueting - Conferencing,3.9,faridabad,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,NA
Hotel Bay Laurel Retreat,4.3,faridabad,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,NA,NA,"₹3,724"
SKY MANSION,4.3,faridabad,Free Wi-Fi,NA,NA,NA,NA,NA,NA,NA,NA,"₹3,344"
Hotel View - A Boutique Hotel,4.2,faridabad,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,337"
Hotel Saffron Kiran,3.9,faridabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,"₹3,004"
Magpie Tourist Resort,3.8,faridabad,Free breakfast,Free parking,Pool,Air conditioning,Pet-friendly,Bar,Restaurant,Room service,Full-service laundry,NA
Vibe By The LaLiT Traveller,4.0,faridabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹3,890"
Goldfinch Hotel Delhi NCR,3.9,faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹5,039"
Canary Inn,3.9,hazaribagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹3,483"
Hotel Nikunj,4.0,hazaribagh,Free Wi-Fi,Parking,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,"₹2,722"
Hotel Hill Side,3.8,hazaribagh,Free breakfast,Free Wi-Fi,Parking,Pool,Kitchen in some rooms,Full-service laundry,NA,NA,NA,"₹1,411"
Canary Inn,3.9,hazaribagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹3,357"
The Dolphino's Resort-Best Resort in Hazaribagh,4.3,hazaribagh,Breakfast ($),Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Spa,Bar,Restaurant,Room service,NA
Hotel Skylok,3.3,hazaribagh,Free Wi-Fi,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,NA,NA,NA,"₹6,771"
Hotel Sri Vinayak,3.8,hazaribagh,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹4,272"
Hotel Aranya Vihar,4.2,hazaribagh,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,563"
Hotel Samrat Inn,3.6,hazaribagh,Free Wi-Fi,Parking,Air conditioning,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,NA,"₹3,515"
Hotel AK International,3.6,hazaribagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹4,060"
Hotel Nikunj,4.0,hazaribagh,Free Wi-Fi,Parking,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,"₹1,845"
Hotel Yamuna palace,3.6,hazaribagh,Free Wi-Fi,Parking,Air conditioning,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,"₹2,079"
HOTEL GEETANJALI PARADISE HAZARIBAG,NA,hazaribagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹2,059"
NAVY lodge,3.5,hazaribagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hotel Nandgaon & Highway Delight Veg. Restaurant,3.8,hazaribagh,3-star hotel,Free breakfast,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,NA,"₹1,526"
Prabhat Hotel,4.8,hazaribagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hotel Guru Nanak Palace,3.7,hazaribagh,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA
Hotel Amrapali,3.3,hazaribagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hotel Bhandara Park,4.0,hazaribagh,Free Wi-Fi,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,NA,NA,"₹2,527"
"Manokamna Restaurant, Bar & Lodge",3.7,hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,NA,"₹5,123"
"Manokamna Restaurant, Bar & Lodge",3.7,hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,NA,"₹5,199"
Hotel Aranya Vihar,4.2,hazaribagh,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,600"
Hotel Om Inn,4.9,gandhinagar,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹2,240"
Hotel The Grand Vinayak,4.3,gandhinagar,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free property,"₹2,034"
Hotel Green City,4.2,gandhinagar,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹1,818"
Infocity Club And Resort,4.2,gandhinagar,Free breakfast,Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Kitchen in some rooms,Accessible,"₹3,640"
Hotel Prominent Corporate Residency,4.3,gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen in rooms,"₹4,256"
7 Wonders Hotel & Restaurant,4.1,gandhinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹2,190"
Hotel The Grand Vinayak,4.3,gandhinagar,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free property,"₹2,034"
Hotel Midway Residency,3.5,gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,454"
"Fortune Inn Haveli, Gandhinagar - Member ITC's hotel group",4.4,gandhinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,"₹7,224"
Skylon Hotel,4.4,gandhinagar,Pool,Air conditioning,Wi-Fi,Parking,Restaurant,Kid-friendly,Smoke-free property,NA,NA,"₹1,698"
The Leela Gandhinagar,4.6,gandhinagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹11,682"
Hotel Middletown,4.0,gandhinagar,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹1,904"
Super OYO Hotel Siddharth Inn,3.8,gandhinagar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,"₹1,315"
Cambay Sapphire Gandhinagar,3.4,gandhinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹4,284"
Hotel Berlin - Gandhinagar,3.8,gandhinagar,Free breakfast,Parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹1,853"
Hotel tulsi palace,3.7,gandhinagar,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,230"
